timestamp,angle_raw_1,angle_interp_1,angle_sg_1,pos_raw_1,pos_interp_1,pos_sg_1
233,-63.32746711950078,-63.32746711950078,-63.32746711950078,-100.0,-100.0,-100.0
234,-66.79483317618455,-66.79483317618455,-66.79483317618455,-100.0,-100.0,-100.0
235,-54.36206683010574,-54.36206683010574,-54.36206683010574,-100.0,-100.0,-100.0
236,-67.89158420779373,-67.89158420779373,-67.89158420779373,-100.0,-100.0,-100.0
237,-57.193186022378455,-57.193186022378455,-57.193186022378455,-100.0,-100.0,-100.0
238,-66.18033130003374,-66.18033130003374,-66.18033130003374,-100.0,-100.0,-100.0
239,-62.346404526464156,-62.346404526464156,-62.346404526464156,-100.0,-100.0,-100.0
240,0.0,0.0,0.0,-100.0,-100.0,-100.0
241,-74.1934814494925,-74.1934814494925,-74.1934814494925,-100.0,-100.0,-100.0
242,-50.06488700196764,-50.06488700196764,-50.06488700196764,-100.0,-100.0,-100.0
243,-52.059053274207855,-52.059053274207855,-52.059053274207855,-100.0,-100.0,-100.0
244,-40.907135006270614,-40.907135006270614,-40.907135006270614,-100.0,-100.0,-100.0
245,-33.37363378233136,-33.37363378233136,-33.37363378233136,-100.0,-100.0,-100.0
246,-26.43093947556634,-26.43093947556634,-26.43093947556634,-100.0,-100.0,-100.0
247,-22.494703479413683,-22.494703479413683,-22.494703479413683,-100.0,-100.0,-100.0
248,-15.613076587662105,-15.613076587662105,-16.163719525277955,332.35,332.35,334.8470635865701
249,-17.650708554848315,-17.650708554848315,-15.772605909051553,339.2105263157895,339.2105263157895,335.99109311741074
250,-13.692959103613024,-13.692959103613024,-14.194962916252202,340.6,340.6,337.12882829245245
251,-10.063608813906603,-10.063608813906603,-11.799704036671816,338.15,338.15,338.02768992617473
252,-14.584275763727018,-14.584275763727018,-8.66483718358139,336.6,336.6,338.81627530364557
253,-9.920571709350252,-9.920571709350252,-5.121761408661337,336.45,336.45,338.9660776375346
254,-0.2742709176420055,-0.2742709176420055,-1.5293762106059692,341.0,341.0,339.25316027625814
255,1.9105491661305651,1.9105491661305651,1.537038652367274,341.35,341.35,339.0147630388206
256,10.028083477054706,10.028083477054706,3.7474482759581895,337.9,337.9,337.9965420338194
257,8.815308335089421,8.815308335089421,3.9708299391311694,336.6,336.6,337.41742081448155
258,8.530833466780011,8.530833466780011,5.156276208242053,336.8,336.8,337.0011312217213
259,5.982564092019517,5.982564092019517,6.094489917100637,334.8,334.8,336.2015837104091
260,2.9101837198616067,2.9101837198616067,5.794791354840963,338.05,338.05,335.0557239819023
261,-0.4067759462689231,-0.4067759462689231,5.026447167313295,332.7,332.7,333.7114221073063
262,-0.7128490552642732,-0.7128490552642732,4.707349540699063,331.55,331.55,332.87248545572265
263,1.4519856659082397,1.4519856659082397,4.445865268032065,333.0,333.0,332.36852617970453
264,15.536492147556208,15.536492147556208,5.2062973408001465,331.95,331.95,331.80057207498567
265,6.931122382484811,6.931122382484811,6.30376034649127,330.6,330.6,331.30228829993723
266,10.79498158342447,7.700316188279638,7.8175560710150105,-100.0,330.775,331.04943438914205
267,8.469509994074466,8.469509994074466,9.433454894819896,330.95,330.95,330.80701357466245
268,5.74289583352614,9.793457345993689,11.521282044867121,-100.0,331.17857142857144,331.2358597285086
269,14.655003687219718,11.117404697912914,12.226404339636053,-100.0,331.40714285714284,331.3443891402733
270,5.220764029333669,12.441352049832137,12.526416784936591,-100.0,331.6357142857143,331.43920383538216
271,10.307337024382484,13.76529940175136,12.597694859834604,-100.0,331.8642857142857,331.7793270128583
272,16.420276291298865,15.089246753670585,14.109756899415945,-100.0,332.09285714285716,332.10893736982155
273,14.214629421192297,16.41319410558981,14.874071593374635,-100.0,332.32142857142856,332.2993600517148
274,17.737141457509033,17.737141457509033,15.521438324641478,332.55,332.55,332.4437499102223
275,10.109604402224235,10.109604402224235,16.02543613191297,332.3,332.3,332.5309150326816
276,17.06490093310159,17.06490093310159,16.440969638234638,332.85,332.85,332.5603813833244
277,20.483166942541082,17.33534692403093,16.79331834177618,-100.0,332.66031746031746,332.5316785175627
278,24.555331297578057,17.605792914960265,17.11729568967552,-100.0,332.47063492063495,332.44812109459355
279,18.931966001487865,17.876238905889604,17.535326213143822,-100.0,332.2809523809524,332.32056237879954
280,13.707989633223029,18.14668489681894,17.825092066052857,-100.0,332.0912698412699,332.1254988149125
281,19.247718425706825,18.41713088774828,18.437853189927523,-100.0,331.9015873015873,331.83142426201437
282,21.92466617660383,18.687576878677614,19.146433389686653,-100.0,331.7119047619048,331.6632255979333
283,19.631122447782488,18.958022869606953,19.024645746372535,-100.0,331.52222222222224,331.40506571859703
284,19.27991478994632,19.22846886053629,18.919795959785553,-100.0,331.33253968253973,331.210997629823
285,19.498914851465628,19.498914851465628,19.149196207810455,331.14285714285717,331.14285714285717,331.1496509372999
286,18.663268095074045,18.663268095074045,19.382450783444387,330.9,330.9,331.3962536809614
287,20.818699257952243,20.818699257952243,19.780868461529398,331.1,331.1,331.70635351576715
288,19.192292320599446,19.192292320599446,20.03711416558359,332.2857142857143,332.2857142857143,331.9897091144168
289,20.13709364615779,20.13709364615779,20.521962690736334,331.65,331.65,332.413729081378
290,18.51799830595177,18.51799830595177,20.942214738032714,332.8571428571429,332.8571428571429,332.71920347626417
291,23.5312026029805,23.5312026029805,21.072619119257205,334.3,334.3,333.23141995259823
292,21.61572044128446,21.61572044128446,23.35712549778619,335.05,335.05,333.6286554621867
293,22.25031274443607,22.25031274443607,21.538044637445093,333.55,333.55,334.30781943546833
294,20.874475272726844,20.874475272726844,20.038020711418714,333.75,333.75,334.779717733249
295,22.40528568288459,22.40528568288459,18.943266029772424,335.05,335.05,335.2393794440872
296,19.869456011028596,19.869456011028596,17.904573365137836,334.6666666666667,334.6666666666667,335.81324283559763
297,19.122834006388935,19.122834006388935,16.679348374794593,337.05,337.05,336.1320836026737
298,21.053606753964235,21.053606753964235,16.25657953717286,336.25,336.25,336.28930187459787
299,-9.790348850852995,-9.790348850852995,16.188746516764034,338.45,338.45,336.4771816418894
300,22.339048903883377,22.339048903883377,16.280600819939398,336.04761904761904,336.04761904761904,336.8176492135334
301,20.43425356492058,20.43425356492058,16.9038788395202,337.35,337.35,336.81156431803674
302,20.313141651291126,20.313141651291126,17.192630245858663,336.95,336.95,336.77895281189586
303,19.74180251544353,19.74180251544353,18.367679364483273,335.75,335.75,336.768730876968
304,25.46707306540274,25.46707306540274,19.840754035363503,335.75,335.75,337.0609339616759
305,17.882691537722113,17.882691537722113,21.605465904713697,336.9047619047619,336.9047619047619,336.8765799222934
306,20.879644853948104,20.879644853948104,23.34361466424356,337.55,337.55,336.7185004622215
307,21.093751449139194,21.093751449139194,21.484180390567108,336.7,336.7,336.95705757241046
308,19.474642678789074,19.474642678789074,21.929852761349284,338.2,338.2,337.1821930757433
309,25.588832938229594,25.588832938229594,22.425176261740017,337.9047619047619,337.9047619047619,337.4637496785333
310,24.061217154612265,24.061217154612265,22.663058895554457,338.45,338.45,337.6973511687572
311,22.681358890980636,22.681358890980636,22.591803801876853,333.06451612903226,333.06451612903226,337.5190156459625
312,20.77601703832545,20.77601703832545,23.87377284781695,338.8,338.8,337.3752589472532
313,25.868413879685335,25.868413879685335,24.422446799366046,338.75,338.75,337.017102404239
314,23.39713412281922,23.39713412281922,24.577960382885664,338.2,338.2,336.9617384323475
315,24.540386267606838,24.540386267606838,24.27905090881622,336.05,336.05,336.47886968186964
316,22.587255968809906,22.587255968809906,23.697565380008292,335.8,335.8,336.26532873199096
317,24.4977894262873,24.4977894262873,23.19308863987674,334.9,334.9,336.0846708509725
318,27.441661401087217,27.441661401087217,23.35175934056842,336.6,336.6,336.115129178224
319,20.48056918149187,20.48056918149187,21.864614334393636,334.7,334.7,335.4097285067892
320,16.42211028647482,16.42211028647482,18.902958670173298,336.9,336.9,335.3904072398209
321,17.292986510667795,17.292986510667795,16.428263044104128,334.0,334.0,335.5333031674227
322,17.75198481959433,17.75198481959433,14.912407252989212,336.8,336.8,335.8512346477071
323,13.256209346810481,13.256209346810481,11.668925939821044,336.2,336.2,336.20334195216736
324,13.75301739542755,13.75301739542755,10.80728504007885,336.55,336.55,336.7161172161191
325,-1.1693605390036759,-1.1693605390036759,9.60111404554598,336.25,336.25,337.1346994182307
326,4.325792639865342,4.325792639865342,9.384246360091986,338.25,338.25,337.99942684766404
327,12.673660089070964,12.673660089070964,8.774246905544448,338.0,338.0,338.506692523165
328,14.193859462901754,14.193859462901754,8.259726336491871,339.2,339.2,339.0387588881725
329,2.047655827901149,2.047655827901149,8.605929260575559,340.2857142857143,340.2857142857143,339.22173453997164
330,23.731594872457954,23.731594872457954,9.328518846977465,340.4761904761905,340.4761904761905,339.79614307261556
331,3.177340078288618,3.177340078288618,10.123673669273694,340.15,340.15,340.1350333979765
332,9.672126863889826,9.672126863889826,11.823438928023345,341.04761904761904,341.04761904761904,340.2848049989245
333,9.280638338329052,9.280638338329052,12.634768104352645,338.6,338.6,340.41966602025616
334,13.827229671211315,13.827229671211315,13.379939146185361,339.5,339.5,340.52038569274055
335,15.67682041357446,15.67682041357446,14.8135416496733,341.45,341.45,340.7273260073279
336,14.326164605622994,14.326164605622994,16.88109793543523,342.1,342.1,341.0935186382264
337,18.948068121860395,18.948068121860395,17.06688016664047,340.23809523809524,340.23809523809524,341.3712389571232
338,22.88726768247409,22.88726768247409,22.293653095624308,341.05,341.05,341.47375781081854
339,23.062384619846014,23.062384619846014,19.128759111114704,342.65,342.65,341.6483994266622
340,17.84624065534759,17.84624065534759,18.277913525274105,341.6,341.6,341.8233305228465
341,19.22907071028429,19.22907071028429,17.161208848319887,343.35,343.35,342.0095486355096
342,20.22035898887478,20.22035898887478,16.382597127763233,341.65,341.65,341.6652567381486
343,16.603112790165067,16.603112790165067,15.646714264800242,339.7,339.7,341.30439148234734
344,19.49289933771348,19.49289933771348,14.857790558213626,340.25,340.25,340.9252334110921
345,-20.467659473907503,-20.467659473907503,15.218898843230438,341.85,341.85,340.33036817402734
346,35.10882099734687,35.10882099734687,16.8531582004895,340.47826086956525,340.47826086956525,339.7468082684598
347,21.66017401162996,21.66017401162996,23.577723966907037,340.85,340.85,339.198254405443
348,23.02918942483514,23.02918942483514,23.900687718985964,335.75,335.75,338.62821444966136
349,24.7057460117608,24.7057460117608,23.520581727784347,338.0,338.0,338.4751983090568
350,-22.547124444637486,29.86547143726324,25.323240179432773,-100.0,338.25,338.0877190121829
351,35.025196862765675,35.025196862765675,26.597926287055977,338.5,338.5,337.8831637154939
352,-33.44058893707106,35.86564013980529,31.080248405936413,-100.0,337.94642857142856,337.83631371612375
353,36.706083416844905,36.706083416844905,24.06209965849643,337.39285714285717,337.39285714285717,338.18103240558315
354,-21.08906603903986,-21.08906603903986,22.216542826514715,338.76666666666665,338.76666666666665,338.6184403257343
355,23.599219859927334,23.599219859927334,19.782597265771578,339.1,339.1,339.2593558908993
356,37.71886112419953,37.71886112419953,16.92885131359861,338.34482758620686,338.34482758620686,339.42916118702306
357,22.723563636500824,22.723563636500824,15.581300175121228,341.65,341.65,339.72559377066665
358,23.304235857915423,23.304235857915423,15.95039446383661,340.0952380952381,340.0952380952381,339.9986051608991
359,-20.05131629739076,-20.05131629739076,18.05493527036003,340.3809523809524,340.3809523809524,340.06978230018984
360,27.065759695245383,27.065759695245383,21.076512575065756,340.2,340.2,340.1682686920941
361,26.167928422486455,26.167928422486455,25.268183158685652,340.0,340.0,340.19175341224206
362,25.210439798213248,25.210439798213248,23.264323196592898,340.2,340.2,340.33607356470634
363,36.62281534917821,36.62281534917821,23.775559733516396,339.85714285714283,339.85714285714283,340.3380250986355
364,-30.86675900030491,31.90053911789942,26.701150677100053,-100.0,339.7035714285714,340.2940411549254
365,27.178262886620633,27.178262886620633,28.333093840223995,339.55,339.55,340.2678258995925
366,22.954776013589488,22.954776013589488,29.88881931707405,341.85,341.85,340.3418842921803
367,-30.986066832599693,24.30071225464465,25.36037237909688,-100.0,341.35,340.8234001292844
368,25.646648495699818,25.646648495699818,24.41716842116724,340.85,340.85,341.0140368455093
369,19.843116161674683,19.843116161674683,26.26359221889042,339.9,339.9,341.25894634777177
370,25.26393983555414,25.26393983555414,22.066831603544955,340.9,340.9,341.07170114199715
371,20.118781472925733,20.118781472925733,20.625364476690585,339.45,339.45,340.58696186166964
372,21.279312877629508,21.279312877629508,22.26199955044389,342.8,342.8,339.8701486748564
373,22.628282266731972,22.628282266731972,18.719691786393007,341.7,341.7,339.0872958414154
374,24.849435016267034,24.849435016267034,15.091171009384901,337.1,337.1,338.3839948287026
375,22.243929134125384,22.243929134125384,13.085480883610066,337.75,337.75,337.81191984486287
376,-19.855678347388345,-19.855678347388345,12.242933711787192,334.23809523809524,334.23809523809524,336.73098039215876
377,27.615971001659393,27.615971001659393,11.275729078666705,335.57142857142856,335.57142857142856,335.8043438914046
378,19.123234195727665,19.123234195727665,11.31707263813038,336.0,336.0,335.54092436974975
379,-20.540485073795274,-20.540485073795274,11.78350099665122,336.45,336.45,335.24547295841603
380,20.81496676952636,20.81496676952636,12.385127241584684,335.25,335.25,335.79025210084217
381,27.04182178502982,27.04182178502982,13.86474436116439,336.05,336.05,336.90349709114605
382,21.38419783252999,21.38419783252999,17.247948122260198,334.35,334.35,337.7106377935808
383,18.466874794884408,18.466874794884408,20.51224890354203,340.5,340.5,338.70687782805624
384,19.17896834861525,19.17896834861525,19.02900565396814,341.85,341.85,339.5756819650956
385,21.04385409822526,21.04385409822526,22.151458263769527,339.95,339.95,340.45153846154034
386,17.995417570868916,17.995417570868916,24.455510168692054,342.35,342.35,341.3853135100213
387,23.81633482743241,23.81633482743241,21.209164050918794,342.35,342.35,341.92382676147577
388,25.871651952096812,25.871651952096812,21.17196539436398,340.75,340.75,342.5517840982566
389,17.966052710528782,17.966052710528782,21.651203936788548,342.2,342.2,342.22207929325765
390,24.66138420073112,24.66138420073112,21.770136629721296,343.25,343.25,341.51129928894824
391,23.082525776006328,23.082525776006328,21.297170455629363,341.55,341.55,341.3140142210749
392,17.193478020112966,17.193478020112966,20.977195847547875,341.5,341.5,341.0881124757614
393,19.688990150001473,19.688990150001473,20.715274669620456,339.42857142857144,339.42857142857144,340.7934583064013
394,22.238954959534116,22.238954959534116,20.1586863546906,341.8,341.8,340.6330833872029
395,18.446733047367584,18.446733047367584,20.157398856707378,336.0952380952381,336.0952380952381,340.6745895281208
396,20.317256098998534,20.317256098998534,20.51226872426205,342.4,342.4,340.72204912734514
397,19.944507334623793,19.944507334623793,20.23864129998884,341.65,341.65,340.66559793148224
398,22.614005692812945,22.614005692812945,20.71674675684485,340.3333333333333,340.3333333333333,340.6247382029753
399,21.080153410466934,21.080153410466934,21.63274891241241,341.95,341.95,340.708610213318
400,22.118609984866644,22.118609984866644,21.55332019150149,340.6,340.6,340.9599288946366
401,21.17015673575849,21.17015673575849,21.65861965953136,341.6,341.6,340.69025210084226
402,21.327888293602772,21.327888293602772,22.264096722810603,340.3,340.3,340.1144537815145
403,22.988181646895438,22.988181646895438,22.188221051719243,337.65,337.65,339.0693665158391
404,23.00140681114215,23.00140681114215,22.565502008121406,338.85,338.85,338.81838612368216
405,23.86727895023539,23.86727895023539,25.639513277389277,340.55,340.55,338.3804977375584
406,20.32121838791593,20.32121838791593,23.786419457929703,338.3,338.3,338.32895927602
407,24.05223670724729,24.05223670724729,22.37171903121127,335.3,335.3,338.8769683257937
408,24.556615290974154,24.556615290974154,20.674717542832553,335.95,335.95,339.0776470588254
409,22.959394107085586,22.959394107085586,19.54780596334784,341.35,341.35,339.27054945055136
410,26.48381172137502,26.48381172137502,21.37955575142327,340.75,340.75,339.24338720103617
411,23.75580658592476,23.75580658592476,20.777199404846186,339.15,339.15,338.7882352941195
412,-16.42176484876705,-16.42176484876705,18.894920637927363,342.55,342.55,338.3093923723354
413,23.04413340136931,23.04413340136931,12.852472521514432,339.15,339.15,337.9754621848758
414,18.71342906835444,18.71342906835444,7.731389230956109,334.1,334.1,336.99106442577215
415,24.30267504898998,24.30267504898998,4.3317532832506656,334.35,334.35,335.7010342598596
416,20.01176481843596,20.01176481843596,2.7093333531815507,334.14285714285717,334.14285714285717,334.68600517130113
417,-20.8367547475511,-20.8367547475511,2.29807357516497,334.15,334.15,334.53742512389755
418,-16.060436179571635,-16.060436179571635,3.8992792248571853,334.0,334.0,334.4666515837123
419,-19.67055818694289,-19.67055818694289,6.8757188812596635,333.45,333.45,334.13544925662757
420,21.207527890447142,21.207527890447142,5.951009557783822,332.8095238095238,332.8095238095238,334.5638181426435
421,21.92245255447414,21.92245255447414,8.92452463673056,337.7,337.7,335.3113962508098
422,22.64961252070597,22.64961252070597,12.553874752303233,338.85,338.85,335.54049127343427
423,20.72407182154615,20.72407182154615,17.62009371449,336.7,336.7,335.8916914458109
424,21.820136802665004,21.820136802665004,23.296835895056077,333.95,333.95,336.2388041370413
425,21.274846198624164,21.274846198624164,23.938153535462206,334.1,334.1,336.800588235296
426,21.024994318805916,21.024994318805916,22.92522367142284,337.5,337.5,336.90993320405266
427,19.551916835429264,19.551916835429264,21.088074038016074,338.2,338.2,336.78955397543814
428,19.150734078195672,19.150734078195672,18.789432393250358,336.3,336.3,336.7095927601829
429,16.83606041304649,16.83606041304649,17.049480884819236,338.3,338.3,337.01434389140456
430,16.766006935620073,16.766006935620073,15.61275598059084,338.15,338.15,337.6376923076941
431,15.295365480780942,15.295365480780942,14.48354819820156,338.5,338.5,338.3639819004544
432,17.164540203334937,17.164540203334937,13.760523962904415,335.75,335.75,338.90276018099735
433,18.276481557505353,18.276481557505353,13.291409537107931,339.3,339.3,339.3740271493232
434,-7.561009633189236,-7.561009633189236,13.381927966044532,341.5,341.5,340.0983710407259
435,18.8606682655605,18.8606682655605,14.006617099613626,340.25,340.25,341.1760180995494
436,17.060370843969803,17.060370843969803,14.833441254665104,342.2,342.2,342.5413122171965
437,18.482856300979357,18.482856300979357,15.412451217219823,343.75,343.75,343.0572204266341
438,17.242351311158632,17.242351311158632,16.278269194624215,343.85,343.85,343.7380736910168
439,17.93316744452232,17.93316744452232,17.192751110742527,344.0,344.0,343.91307692307885
440,19.77809707374191,19.77809707374191,18.32296632999786,344.35,344.35,343.2313703943135
441,19.3130084716982,19.3130084716982,19.894116818842082,345.7,345.7,342.69983193277506
442,16.34127218822047,16.34127218822047,18.135803562736093,343.85,343.85,342.22950226244535
443,16.313699198829507,16.313699198829507,18.237895731519195,336.0,336.0,341.54913703943305
444,18.858478008575428,18.858478008575428,17.99569756134166,342.57142857142856,342.57142857142856,341.04731092437163
445,18.194321683619517,18.194321683619517,17.46211442055467,338.25,338.25,340.95438590821135
446,17.26747767824289,17.26747767824289,16.87538372653808,340.1,340.1,341.33135746606524
447,17.966886185210125,17.966886185210125,16.24165393482902,342.75,342.75,341.57976405947187
448,16.357517821707365,16.357517821707365,16.16591098105246,342.5,342.5,342.30956043956235
449,-22.845050348540944,15.067512834607136,16.097107657430985,-100.0,343.625,343.32006787330505
450,13.777507847506907,13.777507847506907,15.455846883733171,344.75,344.75,344.21535875889003
451,13.178960137279784,13.178960137279784,14.945280349311602,345.95,345.95,344.1909534583083
452,16.343567178057153,16.343567178057153,14.547359661646214,345.65,345.65,344.91819004525075
453,15.59451965464823,15.59451965464823,14.723166827254998,342.6,342.6,344.9245927601829
454,16.84495888190029,16.84495888190029,14.86529219924499,345.45,345.45,344.59714932126883
455,13.794707643418754,13.794707643418754,15.523019718235105,342.75,342.75,343.93489441930814
456,13.627907030826083,13.627907030826083,16.554182225725334,342.8,342.8,342.7716806722708
457,16.87361926063487,16.87361926063487,16.400428475951873,343.9,343.9,342.00506140918094
458,16.12829421494826,16.12829421494826,16.619727082360964,343.9,343.9,341.311749622928
459,19.96502040273098,19.96502040273098,16.532813768124562,339.95,339.95,340.9204783451861
460,16.969499898992307,16.969499898992307,16.980012036947286,338.35,338.35,341.187853910797
461,18.70178581072202,18.70178581072202,16.863474292566707,337.6666666666667,337.6666666666667,340.9031523378601
462,16.433083794969694,16.433083794969694,17.565981047158072,340.0,340.0,341.2517129928914
463,10.337367160039415,10.337367160039415,16.730000613585098,344.14285714285717,344.14285714285717,341.3067032967052
464,20.307815331426994,20.307815331426994,15.551835694243522,341.8,341.8,340.9755893126501
465,15.881787810446085,15.881787810446085,15.010515867323555,343.1,343.1,340.711809954753
466,16.669026334607352,16.669026334607352,14.438863802458702,343.85,343.85,341.0222430510685
467,12.667243761100421,12.667243761100421,14.462970042787205,338.75,338.75,341.08231846584977
